"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Stroke","732.9","732.86481","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Appendicitis","0.7","0.70042","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Intestinal nematode infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Oral conditions","0.0","0.03193","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Poisonings","3.1","3.09353","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Cardiomyopathy, myocarditis, endocarditis","4.9","4.85406","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Measles","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Leukaemia","11.4","11.41899","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Other unintentional injuries","2.5","2.45480","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Multiple sclerosis","1.9","1.88944","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Hypertensive heart disease","0.0","0.02341","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Drug use disorders","1.5","1.52422","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Respiratory infections","34.0","33.95062","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Cardiomyopathy, myocarditis, endocarditis","61.9","61.88829","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Exposure to forces of nature","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Melanoma and other skin cancers","2.9","2.90631","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Back and neck pain","0.1","0.05061","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Pancreas cancer","41.6","41.56439","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Leishmaniasis","0.0","0.00808","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Malaria","0.0","0.01974","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Cataracts","0.0","0.00054","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Osteoarthritis","0.0","0.02244","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Acute hepatitis C","0.8","0.81646","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Bipolar disorder","0.0","0.00504","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Anxiety disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Noncommunicable diseases","1027.0","1027.03503","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Congenital heart anomalies","1.9","1.92393","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Acute hepatitis B","0.3","0.29172","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Digestive diseases","37.0","36.96062","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Unipolar depressive disorders","0.0","0.00832","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Falls","0.4","0.38437","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Rheumatoid arthritis","3.0","3.02907","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Other nutritional deficiencies","0.1","0.07794","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Ascariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Gonorrhoea","0.0","0.00081","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Down's syndrome","0.2","0.24510","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","other sense organ disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Other genitourinary diseases","5.0","5.02592","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Alzheimer's disease and other dementias","289.9","289.90381","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Malignant neoplasms","624.6","624.63092","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Drowning","4.4","4.44885","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Gonorrhoea","0.0","0.00391","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Malignant neoplasms","212.7","212.65430","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Cleft lip and cleft palate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Upper respiratory infections","0.0","0.01232","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Asthma","1.2","1.17389","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Rheumatoid arthritis","1.0","0.97546","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Rheumatic heart disease","21.3","21.30080","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Oesophagus cancer","4.9","4.88348","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Dengue","0.0","0.02474","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Unintentional injuries","23.6","23.60431","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Injuries","75.1","75.11274","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Stomach cancer","2.2","2.15069","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Endocrine, blood, immune disorders","9.7","9.68023","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Exposure to forces of nature","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Stroke","0.3","0.31182","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Noncommunicable diseases","795.0","794.95538","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Schizophrenia","0.0","0.00130","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Fire, heat and hot substances","1.5","1.52596","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Ischaemic heart disease","196.5","196.46539","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Schizophrenia","0.0","0.02235","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Liver cancer","11.8","11.80386","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Oral conditions","0.0","0.04274","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Acute hepatitis B","0.9","0.89046","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Other digestive diseases","18.9","18.94171","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Neonatal conditions","0.0","0.01210","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Drug use disorders","2.1","2.13911","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","other sense organ disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Other STDs","0.0","0.00000","","",""
